sujet_id,n_outliers_zscore,n_outliers_pct,n_metriques_total,pct_outliers_zscore,pct_outliers_pct,statut_zscore,statut_pct
BraTS-GLI-00016-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-00612-001,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01184-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01183-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01661-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-00654-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01660-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-00579-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01536-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01196-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-01176-000,12,12,12,100.0,100.0,SUSPECT,SUSPECT
BraTS-GLI-00151-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01002-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01521-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01470-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01103-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00148-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00694-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00838-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00325-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00526-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01474-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00327-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00836-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00756-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01011-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01327-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01118-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01476-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00150-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01447-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00331-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01112-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00638-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01458-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00630-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01057-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00456-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01451-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01452-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01533-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00020-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00452-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01455-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01457-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00449-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00290-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01303-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01465-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00496-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00607-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01022-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01260-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01412-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00441-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01413-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01174-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01400-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00707-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00819-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01464-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01525-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01240-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00142-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01177-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01172-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00545-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01151-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01162-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01171-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00574-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00111-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01487-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01485-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01483-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01180-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00797-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01191-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00106-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01154-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01282-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00100-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00778-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00116-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01429-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00404-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01387-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00803-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00132-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00685-001,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00533-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00565-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-01173-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01482-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00137-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00126-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01516-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01185-000,11,12,12,91.7,100.0,SUSPECT,SUSPECT
BraTS-GLI-00349-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00120-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01488-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-01136-000,11,11,12,91.7,91.7,SUSPECT,SUSPECT
BraTS-GLI-00774-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00773-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00736-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00448-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00454-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00777-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00604-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00616-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00453-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00735-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00457-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01426-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00618-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01366-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00468-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00628-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00768-001,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00606-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00622-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00621-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00406-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00757-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01418-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00612-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01337-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00611-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00756-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00753-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00751-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00750-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01423-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00615-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00747-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00426-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00746-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00744-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00767-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00624-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00742-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01415-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00433-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00399-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00772-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00729-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01372-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00478-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00601-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00540-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01353-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00687-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01389-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00691-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00692-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00692-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01391-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00524-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00649-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00645-001,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00520-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00520-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00782-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00693-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00645-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00694-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00542-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00578-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00544-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00675-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00563-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00659-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00661-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00674-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00556-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00674-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00654-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01379-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00684-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00675-001,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00676-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00572-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00679-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00680-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00682-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00547-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00518-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00517-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00641-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00718-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00495-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00495-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00709-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00715-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00598-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00599-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00488-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00485-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00498-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00723-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01402-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00724-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01348-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00727-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00728-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00479-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00631-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00498-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01394-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01349-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00698-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00512-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01395-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00640-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01368-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00511-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00510-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00705-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00499-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00504-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00502-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00502-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00636-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00594-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00708-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00596-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00591-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00619-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01101-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00219-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-00072-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01503-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-01098-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-00188-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01097-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01504-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01094-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01505-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01510-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00058-001,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00211-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01463-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01189-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01081-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00054-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01043-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00230-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01069-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00235-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01194-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01195-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00238-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-00242-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01199-000,10,11,12,83.3,91.7,SUSPECT,SUSPECT
BraTS-GLI-01453-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01064-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
BraTS-GLI-01060-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01279-000,10,10,12,83.3,83.3,SUSPECT,SUSPECT
BraTS-GLI-01054-000,10,12,12,83.3,100.0,SUSPECT,SUSPECT
